Tiêu đề,Số phòng,Vị trí ,Giá,Giá / Diện tích,Diện tích,Loại hình
CĂN HỘ CAO CẤP 4 VIEW CỰC ĐẸP,2,Quận Cái Răng ,"1,2 ",17,70,chung cư / căn hộ
"căn hộ cao cấp 69,25m2 - Cara River Park - Cái Răng Cần Thơ",2,Quận Cái Răng,"3,2 ",46,70,chung cư / căn hộ
Căn hộ cao cấp 85m2 3 2 nhà vệ sinh Khu đô thị Nam Cần thơ,3,Quận Cái Răng ,"4,29 ",50,86,chung cư / căn hộ
căn hộ cao cấp cara river park,2,Quận Cái Răng ,"1,75 ",23,75,chung cư / căn hộ
Căn hộ cao cấp đầu tiên ở ĐBSCL,10,Quận Cái Răng,"1,79 ","4,9",,chung cư / căn hộ
CĂN HỘ CAO CẤP ĐẦU TIÊN TẠI CẦN THƠ,2,Quận Cái Răng ,"3,1 ",41,75,chung cư / căn hộ
CĂN HỘ CAO CẤP ĐẦU TIÊN TẠI MIỀN TÂY BLOCK B,2,Quận Cái Răng ,3,40,75,chung cư / căn hộ
Căn hộ cao cấp đầu tiên tại TPCT Cara River Park,2,Quận Cái Răng ,"2,39 ",45,53,chung cư / căn hộ
Căn hộ cao cấp full nội thất Green Melody,1,Quận Cái Răng ,"1,5 ",30,50,chung cư / căn hộ
"Căn hộ cao cấp full nội thất, giá 33tr/m2 TT Cần Thơ",2,Quận Cái Răng ,"1,781",36,49,chung cư / căn hộ
Căn hộ cao cấp giữa lòng đô thị sân bay,1,Quận Bình Thuỷ ,"1,28 ",25,51,chung cư / căn hộ
căn hộ cao cấp giữa lòng sân bay,2,Quận Bình Thuỷ ,"0,079",2,40,chung cư / căn hộ
Căn hộ cao cấp Green Melody 2 phòng ngủ giá 18,2,Quận Cái Răng ,"1,8 ",34,52,chung cư / căn hộ
Căn hộ Cao cấp GREEN MELODY chỉ với 35tr/m2 cửa ngõ KDC Nam Long,2,Quận Cái Răng ,"1,826",35,52,chung cư / căn hộ
Căn hộ cao cấp Green Melody ngay tại trung tâm TP Cần Thơ! 🌿,2,Quận Cái Răng ,"1,45 ",36,40,chung cư / căn hộ
Căn Hộ Cao Cấp Hạng Sang 2 Tại Cara River Park - Sở Hữu Ngay,2,Quận Cái Răng ,"2,3 ",47,49,chung cư / căn hộ
Căn hộ cao cấp khu Nam Long Cần Thơ chỉ 230tr,1,Quận Cái Răng ,"0,23","5,8 ",40,chung cư / căn hộ
Căn hộ cao cấp nằm ngay trung tâm quận Bình Thuỷ,1,Quận Bình Thuỷ ,"1,7 ",30,57,chung cư / căn hộ
CĂN HỘ CAO CẤP THÔNG MINH,2,Quận Cái Răng ,"1,5 ",21,70,chung cư / căn hộ
Căn Hộ Cao Cấp Tọa Lạc Tại Khu Dân Cư Nam Long Cần Thơ,1,Quận Cái Răng ,"1,4 ",33,42,chung cư / căn hộ
Căn Hộ Cao Cấp Trung Tâm TP.Cần Thơ,2,Quận Ninh Kiều ,"1,8 ",35,52,chung cư / căn hộ
CĂN HỘ CAO CẤP VIEW TP CẦN THƠ,1,Quận Cái Răng ,"1,5 ",37,41,chung cư / căn hộ
CĂN HỘ CARA RIVER PARK CẦN THƠ CẬP NHẬT GIÁ THÁNG 10 ( RỔ HÀNG RIÊNG),1,Quận Cái Răng ,"1,73 ",48,36,chung cư / căn hộ
"Căn hộ Cara, Thanh toán 30% đến nhận nhà (0 làm hồ sơ vay, 0 lãi suất)",2,Quận Cái Răng ,"2,55 ",48,53,chung cư / căn hộ
"Căn hộ chính chủ, cần bán nhanh.",2,Quận Cái Răng ,"1,8 ",26,70,chung cư / căn hộ
Căn Hộ Chung Cư 2 Phòng Ngủ Nhà Mới Dọn Vào Ở Ngay,2,Quận Cái Răng ,"0,85",15,58,chung cư / căn hộ
căn hộ chung cư giá rẻ,1,Quận Ninh Kiều ,"0,49",12,40,chung cư / căn hộ
CĂN HỘ CHUNG CƯ HỒNG LOAN 5C,2,Quận Cái Răng ,"0,98",18,56,chung cư / căn hộ
CĂN HỘ CHUNG CƯ HỒNG LOAN 6A BLOCK A - ĐẸP NHƯ MỚI - TẶNG NỘI THẤT,1,Quận Cái Răng ,"0,6",19,32,chung cư / căn hộ
"Căn hộ chung cư Hưng Phú 1 Cần Thơ, 2 phòng ngủ, Đông Bắc, bãi oto",2,Quận Cái Răng ,"1,5 ",21,70,chung cư / căn hộ
"Căn hộ chung cư Hưng Phú, đường Lý Thái Tổ 2  gần trung tâm Cần Thơ",2,Quận Cái Răng ,"1,2 ",24,49,chung cư / căn hộ
CĂN HỘ ĐẸP MỚI XÂY - THIẾT KẾ HIỆN ĐẠI - KHU ĐÔ THỊ MỚI HƯNG PHÚ MỚI,2,Quận Cái Răng ,"1,2 ",23,53,chung cư / căn hộ
Căn hộ đối diện Bv Hoàn Mỹ Đại lộ Võ Nguyên Giáp,3,Quận Cái Răng ,"1,29 ",12,110,chung cư / căn hộ
căn hộ giá rẻ,2,Quận Ninh Kiều ,"1,15 ",29,40,chung cư / căn hộ
Căn Hộ Hạng Sang Đầu Tiên Tại Cần Thơ - View Bến Ninh Kiểu Cực Đẹp,2,Quận Cái Răng ,"3,39 ",45,75,chung cư / căn hộ
Căn Hộ Hạng Sang- Giá Tốt,2,Quận Cái Răng ,"3,2 ",45,71,chung cư / căn hộ
"Căn hộ Hưng Phú 3 phòng ngủ, 2Wc, góc, Cần Thơ, view Lý Thái Tổ",3,Quận Cái Răng ,"1,85 ",23,80,chung cư / căn hộ
"Căn hộ Hưng Phú A Cần Thơ, 70m2, 2 sổ hồng, thang máy",2,Quận Cái Răng ,"1,35 ",19,70,chung cư / căn hộ
"Căn hộ Hưng Phú lô B 50m2, sổ hồng, lộ 30m, bãi oto",2,Quận Cái Răng ,"1,2 ",24,50,chung cư / căn hộ
"Căn Hộ khách sạn view sông, vật liệu Châu Âu",2,Quận Cái Răng ,"2,39 ",49,49,chung cư / căn hộ
CĂN HỘ NAM LONG,3,Quận Cái Răng ,"0,031","0,3",89,chung cư / căn hộ
Căn Hộ Nam Long,3,Quận Cái Răng ,"0,035","0,3",89,chung cư / căn hộ
Căn Hộ Nam Long Cần Thơ chỉ 300 triệu nhận nhà,1,Quận Cái Răng,"0,3","7,7 ",39,chung cư / căn hộ
"Căn hộ Nam Long Hồng Phát Cần Thơ, 40m2, thang máy, sổ hồng",1,Quận Cái Răng ,"0,85",21,40,chung cư / căn hộ
CĂN HỘ PENTHOUSE CAO CẤP đầu tiên tại TP CẦN THƠ,4,Quận Cái Răng ,10,63,158,chung cư / căn hộ
"CĂN HỘ SHOPHOUSE, TRỆT, CHUNG CƯ  AN PHÚ",2,Quận Cái Răng ,"2,8 ",27,105,chung cư / căn hộ
"Căn hộ Tây Nguyên plaza 2 phòng ngủ, full nội thất, 2WC, T5, thang may",2,Quận Cái Răng ,"1,25 ",17,74,chung cư / căn hộ
"Căn hộ Tây Nguyên plaza Cần Thơ, 106m2, sổ hồng, 3 phòng ngủ, th máy",3,Quận Cái Răng ,"1,35 ",13,106,chung cư / căn hộ
"Căn hộ Tây Nguyên plaza Cần Thơ, 2 phòng ngủ, sổ hồng, Tầng 6",2,Quận Cái Răng ,"1,15 ",13,90,chung cư / căn hộ
"Căn hộ Tây Nguyên plaza Cần Thơ, 85m2, 2 phòng ngủ, sổ hồng, th máy",2,Quận Cái Răng,"1,1 ",13,85,chung cư / căn hộ
"Căn hộ Tây Nguyên plaza Cần Thơ, 89m2, 2 phòng ngủ, sổ hồng, thang may",2,Quận Cái Răng ,1,11,89,chung cư / căn hộ
Căn Hộ Thông Minh,2,Quận Cái Răng ,"1,8 ",36,50,chung cư / căn hộ
Căn Hộ Thông Minh,2,Quận Cái Răng ,"1,6 ",40,40,chung cư / căn hộ
căn hộ thông minh cao cấp,2,Quận Cái Răng,"1,79 ",46,39,chung cư / căn hộ
CĂN HỘ THÔNG MINH CARA RIVER PARK,2,Quận Cái Răng ,"0,51","7,3 ",70,chung cư / căn hộ
"CĂN HỘ TRUNG TÂM CẦN THƠ, VIEW PHÁO HOA",2,Quận Cái Răng ,"1,1 ",16,70,chung cư / căn hộ
"Căn này 3  86m2 Trung tâm Cần Thơ. Khu Hưng Phú, Cái Răng, Cần Thơ.",3,Quận Cái Răng ,2,23,86,chung cư / căn hộ
CĂN NHÀ ĐẸP FULL NỘI THẤT- TRỤC CHÍNH A1 PHÚ AN - 5 PHÒNG NGỦ,5,Quận Cái Răng ,"7,2 ",80,90,nhà ở
Cara River Park - Căn Hộ Chung Cư Cao Cấp Đầu Tiên ở Cần Thơ,3,Quận Cái Răng ,"0,9",11,85,chung cư / căn hộ
Cara River Park - nhận ngay 5% lợi nhuận tiền mặt đến hết 23/11/2024,2,Quận Ninh Kiều ,"2,45 ",46,53,chung cư / căn hộ
CARA RIVER PARK - Trung tâm TP Cần Thơ,2,Quận Cái Răng ,3,61,49,chung cư / căn hộ
Cara River Park Cao Cấp 20 Tầng liền kề SÂN GOLF CỒN ẤU TP CẦN THƠ,3,Quận Cái Răng ,"0,79","9,2 ",86,chung cư / căn hộ
CARA RIVER PARK mua trực tiếp Chủ Đầu Tư,2,Quận Cái Răng ,"0,5","7,1 ",70,chung cư / căn hộ
CẮT LỖ 200Tr BÁN GẤP CĂN HỘ VIEW THÀNH PHỐ,2,Quận Cái Răng ,"1,33 ",19,70,chung cư / căn hộ
CG Bán chung cư Tây Nguyên Plaza KDC Long Thịnh,2,Quận Cái Răng ,1,11,89,chung cư / căn hộ
CG Bán nhà trệt lửng lầu + sân thượng KDC TTVH Tây Đô,3,Quận Cái Răng ,"3,7 ",57,65,nhà ở
CG!CHỐT GẤP_ NHÀ GIÁ RẺ_ TRỆT LẦU KDC HỒNG LOAN,2,Quận Cái Răng ,"3,2 ",38,85,nhà ở
CG. CĂN NHÀ MỚI XÂY KHU NAM LONG - 1 TRỆT 2 LẦU (sân thượng mâm đúc),4,Quận Cái Răng ,"9,99 ",125,80,nhà ở
CG.NHÀ ĐẸP 1 TRỆT 2 LẦU - ĐƯỜNG SỐ 7 - KDC VĂN HOÁ TÂY ĐÔ,3,Quận Cái Răng ,"5,8 ",65,89,nhà ở
CG: NHÀ 1 TRỆT 2 LẦU HIỆN ĐẠI ĐƯỜNG SỐ 7 KDC VĂN HOÁ TÂY ĐÔ,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
"CG_ NHÀ BáN NHÀ TRỆT ĐẸP, DIỆN TÍCH RỘNG, LỘ ÔTÔ - HẺM 29",2,Quận Bình Thuỷ ,"2,69 ",25,107,nhà ở
CH 💎 ĐẲNG CẤP TẠO SỰ KHÁC BIỆT🔥,2,Quận Cái Răng ,"1,8 ",26,70,chung cư / căn hộ
Chỉ 35tr/m2 Sở Hữu Ngay Căn Hộ Cao Cấp tại Trung Tâm Tp.Cần Thơ,2,Quận Cái Răng ,"1,826",35,52,chung cư / căn hộ
CHỈ 45 TRIỆU/ SỞ HỮU CĂN HỘ CAO CẤP CARA RIVER PARK 🌟,1,Quận Cái Răng ,"1,665",45,37,chung cư / căn hộ
"Chỉ 800tr sở hữu nhà, cho thuê 20-22tr/tháng tại TP Cần Thơ",3,Quận Cái Răng ,"0,8","9,4 ",85,chung cư / căn hộ
"Chỉ Từ 300 Triệu - Căn Hộ Nam Long Cần Thơ Full Nội Thất, Vào Ở Ngay!",1,Quận Cái Răng ,"1,5 ",39,39,chung cư / căn hộ
Chỉ Từ 750 triệu sở hửu căn hộ cao cấp TT TP CẦN THƠ,2,Quận Cái Răng ,"2,5 ",47,53,chung cư / căn hộ
CHIẾT KHẤU KHỦNG 19% Khi mua Căn Hộ CARA hôm nay,2,Quận Cái Răng ,"0,5","5,8 ",86,chung cư / căn hộ
CHÍNH CHỦ BÁN CĂN HỘ CARA ĐÚNG GIÁ 100%,1,Quận Cái Răng,"1,6 ",44,36,chung cư / căn hộ
Chính chủ bán nhà  4x 14m Q.Ninh Kiều,2,Quận Ninh Kiều,"2,5 ",45,56,nhà ở
CHÍNH CHỦ BÁN NHÀ 100M2 HẺM ĐƯỜNG LÀNG HOA BÀ BỘ CẦN THƠ GẦN ĐẠI HỌC Y,2,Quận Bình Thủy ,"0,88","8,8 ",100,nhà ở
CHÍNH CHỦ BÁN NHÀ 3 TẦNG KHU ĐÔ THỊ CỬU LONG CÁCH DHYD CẦN THƠ 200M,6,Quận Bình Thủy ,"2,75 ",44,63,nhà ở
chính chủ bán nhà hẻm 120 Hoàng Quốc Việt Kế Bệnh Viện Nhi Đồng,2,Quận Ninh Kiều,"2,35 ",39,60,nhà ở
CHÍNH CHỦ bán nhà mới tại N/Kiều ko tới 3  (4.5x20) trệt lầu h/công,3,Quận Ninh Kiều,"2,94 ",23,128,nhà ở
Chính chủ bán nhà mới xây KDC Phú An - Gần BV Hoàn Mỹ Cửu Long,3,Quận Cái Răng ,"3,399",55,62,nhà ở
chính chủ bán nhà tú xương miễn quảng cáo,3,Quận Ninh Kiều,"5,5 ",61,90,nhà ở
CHÍNH CHỦ BÁN NHÀ TUYỆT ĐẸP GIÁ TỐT,2,Quận Bình Thủy ,"2,29 ",54,42,nhà ở
"Chính chủ cần bán nhà Khu Dân Cư Mặt Trời Đỏ, Quận Bình Thủy",2,Quận Bình Thuỷ ,"2,3 ",34,68,nhà ở
Chính chủ cần sang gấp căn Studio 38m2 căn hộ Cara Hưng Phú giá đầu tư,1,Quận Cái Răng ,"1,65 ",43,38,chung cư / căn hộ
"Chính chủ gửi. Nhà 1 lửng 1 lầu hẻm 278, đường Tầm Vu, TP. Cần Thơ",3,Quận Ninh Kiều,"2,4 ",60,40,nhà ở
"Chính chủ gửi. Nhà 2 lầu Đường Nguyễn Hiền, Khu Dân Cư 91B, Cần Thơ",4,Quận Ninh Kiều,"9,999",111,90,nhà ở
"Chính chủ gửi. Nhà 2 lầu, Khu Văn Hoá Tây Đô, Cần Thơ. Có sân đậu xe",4,Quận Cái Răng ,"5,85 ",66,88,nhà ở
"Chính chủ gửi. Nhà hẻm 124 đường Mậu Thân, Cần Thơ. Gần Cao Đẳng Y Tế",2,Quận Ninh Kiều,"3,55 ",61,58,nhà ở
"Chính chủ gửi. Nhà Hẻm 77 đường Phạm Ngũ Lão, Ninh Kiều, Cần Thơ.",2,Quận Ninh Kiều,"2,45 ",34,72,nhà ở
"CHÍNH CHỦ, 4 CĂN MINIHOUSE THU NHẬP ỔN ĐỊNH",1,Quận Bình Thủy ,"4,1 ",53,77,nhà ở
"CHÍNH CHỦ, HH ACE HƯỞNG TRỌN - 04 CĂN MINI HOUSE",4,Quận Bình Thủy ,"4,1 ",39,104,nhà ở
"CHÍNH CHỦ, NHÀ 1 TRỆT 1 LẦU 02 PHÒNG, HẺM 2 BÙI HỮU NGHĨA",2,Quận Bình Thủy ,"2,09 ",44,47,nhà ở
"CHÍNH CHỦ, NHÀ OTO TỚI NHÀ 2 PHÒNG NGỦ MỚI 100%",2,Quận Bình Thủy ,"1,7 ",38,45,nhà ở
"CHÍNH CHỦ-Nhà Rạch Ngã Bát, 120m2, 3 phòng ngủ,Quận Bình thủy, TPCT",3,Quận Bình Thủy ,"2,29 ",34,67,nhà ở
Chính sách chiết khấu cao mở bán 24/11 + cam kết cho thuê 3 năm,2,Quận Cái Răng ,3,43,70,chung cư / căn hộ
CHÍNH SÁCH MỚI CỰC HOT - SỞ HỮU CĂN HỘ CHỈ TỪ 15%,3,Quận Cái Răng ,"4,3 ",51,85,chung cư / căn hộ
"Cho thuê/bán căn shophouse tầng trệt chung cư An Phú, Cái Răng.",2,Quận Cái Răng ,"2,8 ",27,105,chung cư / căn hộ
CHỐT NHANH! Bá.n nhà 1 trệt 1 Lầu trục B11 KDC Phú An,3,Quận Cái Răng ,"2,8 ",44,63,nhà ở
"CHỦ BÁN GẤP CĂN HỘ ĐẸP TRUNG TÂM CẦN THƠ MỚI XÂY XONG,VIEW SÔNG HẬU",2,Quận Cái Răng,"1,33 ",19,70,chung cư / căn hộ
Chủ chuyển công tác nước ngoài - Cần Bán Gấp Nhà - Ngay Trường Đại Học,2,Quận Cái Răng ,"1,8 ",26,70,chung cư / căn hộ
Chủ chuyển đi nơi khác Cần Bán lại căn này,2,Quận Cái Răng ,"0,99",14,70,chung cư / căn hộ
Chủ chuyển đi nơi khác Cần Bán lại căn này  🌀 Giá sở hữu: 990 triệu,2,Quận Cái Răng ,"0,99",14,70,chung cư / căn hộ
CHÚ ĐI NƯỚC NGOÀI BÁN GẤP GIẢM 300 TRIỆU CĂN HỘ SUẤT NGOẠI GIAO CARA,1,Quận Cái Răng ,"1,4 ",38,37,chung cư / căn hộ
Chủ Đi Nước Ngoài Cần Để Lại Căn Này,2,Quận Cái Răng,"0,99",14,70,chung cư / căn hộ
CHỦ ĐỊNH CƯ NƯỚC NGOÀI SANG GẤP NHÀ GẦN BẾN XE MỚI CẦN THƠ,2,Quận Cái Răng ,"0,99",14,70,chung cư / căn hộ
CHỦ GỬI 3 CĂN MINI HOUSE GẦN BỜ KÈ HẺM 51 HỒ BÚN XÁNG,3,Quận Ninh Kiều,"2,7 ",49,55,nhà ở
Chủ gửi bán căn hộ cao cấp 85m2 3 CARA RIVER PARK Quận Cái Răng,3,Quận Cái Răng ,"4,3 ",51,85,chung cư / căn hộ
CHỦ GỬI CĂN 2 VIEW CỰC ĐẸP 678 TRIỆU,2,Quận Cái Răng ,"0,678","9,8 ",69,chung cư / căn hộ
CHỦ GỬI CẦN RA GẤP CĂN NÀY - GẦN SIÊU THỊ GO,2,Quận Cái Răng ,"1,1 ",16,70,chung cư / căn hộ
CHỦ GỬI NHÀ 1 TRỆT + 3 LẦU MẶT TIỀN NGUYỄN VĂN TRỖI,4,Quận Ninh Kiều,"4,35 ",99,44,nhà ở
"CHỦ GỬI NHÀ 2 LẦU CÁCH MẶT TIỀN NGUYỄN VĂN CỪ 15M, DTSD 212M2",4,Quận Ninh Kiều,"4,5 ",63,72,nhà ở
"CHỦ GỬI NHÀ CŨ 20M2 HẺM 53 HUỲNH THÚC KHÁNG, PHƯỜNG AN NGHIỆP",2,Quận Ninh Kiều,"0,75",38,20,nhà ở
"CHỦ GỬI NHÀ ĐẦU HẺM 49 QUAN TRUNG, KẾ BẾN NINH KIỀU",2,Quận Ninh Kiều,"1,15 ",105,11,nhà ở
CHỦ GỬI NHÀ ĐẸP - MỚI 100% - HOÀN CÔNG - NẰM KẾ CHỢ AN CƯ & BỜ HỒ,2,Quận Ninh Kiều,"2,37 ",28,85,nhà ở
"CHỦ GỬI NHÀ ĐẸP TRỆT LẦU, HẺM 107 HOÀNG VĂN THỤ, AN CƯ, XÂY MỚI",2,Quận Ninh Kiều,"2,37 ",51,47,nhà ở
CHỦ GỬI NHÀ ĐI BỘ ĐI HỌC TRƯỜNG ĐẠI HỌC CẦN THƠ,2,Quận Ninh Kiều,"1,79 ",56,32,nhà ở
CHỦ GỬI NHÀ HẺM 1 HOÀNG VĂN THỤ THÔNG HẺM 73 NGUYỄN TRÃI,1,Quận Ninh Kiều,"1,19 ",53,22,nhà ở
"CHỦ GỬI NHÀ HẺM 107/68 HOÀNG VĂN THỤ, AN CƯ, MỚI ĐẸP",2,Quận Ninh Kiều,"2,37 ",51,47,nhà ở
CHỦ GỬI NHÀ HẺM 115 CÁCH MẠNG THÁNG TÁM,2,Quận Bình Thủy ,"2,29 ",51,45,nhà ở
"CHỦ GỬI NHÀ HẺM 388 ĐƯỜNG NVC NỐI DÀI, NHÀ MỚI + TẶNG NỘI THẤT",2,Quận Ninh Kiều,"2,35 ",55,43,nhà ở
"CHỦ GỬI NHÀ HẺM 73 NGUYỄN TRÃI, 2 PHÒNG NGỦ, HẺM THÔNG",2,Quận Ninh Kiều,"1,12 ",41,27,nhà ở
"CHỦ GỬI NHÀ HẺM CAO THẮNG, SÁT MẶT TIỀN MẬU THÂN",2,Quận Ninh Kiều,"1,35 ",45,30,nhà ở
"CHỦ GỬI NHÀ HẺM MẠC THIÊN TÍCH, XUÂN KHÁNH, TIỆN Ở & ĐI HỌC",2,Quận Ninh Kiều,"1,79 ",56,32,nhà ở
CHỦ GỬI NHÀ LẦU ĐÚC - VỊ TRÍ ĐẸP - GIÁ RẺ - KẾ KHU BIỆT THỰ CỒN KHƯƠNG,2,Quận Ninh Kiều,"3,29 ",51,64,nhà ở
CHỦ GỬI NHÀ LẦU HOÀN CÔNG - MẶT TIỀN NGUYỄN THỊ MINH KHAI,2,Quận Ninh Kiều,"1,89 ",90,21,nhà ở
CHỦ GỬI NHÀ LẦU MỚI ĐẸP - SỐ 118/4 H.138 TRẦN HƯNG ĐẠO,2,Quận Ninh Kiều,"1,69 ",47,36,nhà ở
CHỦ GỬI NHÀ MẶT TIỀN ĐẦU HẺM 9 XÔ VIẾT NGHỆ TĨNH,2,Quận Ninh Kiều,"2,59 ",78,33,nhà ở
"CHỦ GỬI NHÀ MẶT TIỀN HẺM 28 MẬU THÂN, LỘ Ô TÔ",2,Quận Ninh Kiều,"2,69 ",56,48,nhà ở
"CHỦ GỬI NHÀ MẶT TIỀN HẺM 391 ĐƯỜNG 30/4, PHƯỜNG HƯNG LỢI",2,Quận Ninh Kiều,"2,68 ",64,42,nhà ở
"CHỦ GỬI NHÀ MỚI ĐẸP - LẦU ĐÚC - HOÀN CÔNG - GIÁ RẺ, 2WC",2,Quận Ninh Kiều,"1,09 ",58,19,nhà ở
CHỦ GỬI NHÀ MỚI ĐẸP - NẰM GẦN - ĐẠI HỌC CT - LỘI BỘ ĐI HỌC ĐƯỢC,2,Quận Ninh Kiều,"1,79 ",56,32,nhà ở
"CHỦ GỬI NHÀ MỚI ĐẸP CÁCH ĐH CẦN THƠ 900M, DTSD 95M2",3,Quận Ninh Kiều,"2,5 ",61,41,nhà ở
"CHỦ GỬI NHÀ MỚI XÂY 2 PHÒNG NGỦ HẺM 107/68 HOÀNG VĂN THỤ, AN CƯ",2,Quận Ninh Kiều,"2,37 ",51,47,nhà ở
"CHỦ GỬI NHÀ MỚI, HOÀN CÔNG, KẾ CHỢ XUÂN KHÁNH, DTSD: 105M2",3,Quận Ninh Kiều,"3,15 ",69,46,nhà ở
CHỦ GỬI NHÀ PHÍA SAU MẶT TIỀN MẠC THIÊN TÍCH,2,Quận Ninh Kiều,"1,79 ",48,37,nhà ở
"CHỦ GỬI NHÀ SỐ 112/286 NGUYỄN THỊ MINH KHAI, THÔNG HẺM 50 QUAN TRUNG",3,Quận Ninh Kiều,"2,55 ",47,54,nhà ở
"CHỦ GỬI NHÀ XÂY MỚI LỘ 4M, HẺM 9 PHẠM NGỌC HƯNG, P. AN HOÀ",2,Quận Ninh Kiều,"1,95 ",39,50,nhà ở
"CHỦ GỬI NHÀ XÂY MỚI, 2 , GẦN ĐH Y DƯỢC, CAO ĐẲNG Y TẾ",2,Quận Ninh Kiều,"1,68 ",38,44,nhà ở
"Chủ gửi. Biệt Thự Đường số 12, Khu Văn Hoá Tây Đô, TP. Cần Thơ",3,Quận Cái Răng ,"8,599",48,180,nhà ở
"Chủ gửi. Nhà 1 lầu, hẻm 138, đường Trần Hưng Đạo, Ninh Kiều, Cần Thơ",2,Quận Ninh Kiều,"1,99 ",60,33,nhà ở
"Chủ gửi. Nhà 1 lầu, Khu Hồng Loan, TP. Cần Thơ. Có phòng ngủ trệt",3,Quận Cái Răng ,"4,45 ",52,85,nhà ở
"Chủ gửi. Nhà 1 lầu, Khu Phú An, Cái Răng, Cần Thơ. Có phòng ngủ trệt",4,Quận Cái Răng ,"3,55 ",44,81,nhà ở
"Chủ gửi. Nhà 1 lửng 2 lầu, Khu Văn Hóa Tây Đô, TP. Cần Thơ",4,Quận Cái Răng ,"6,299",70,90,nhà ở
"Chủ gửi. Nhà 1 lửng 6.15x18 Hẻm đường Mậu Thân, TP. Cần Thơ.",3,Quận Ninh Kiều,"3,499",32,110,nhà ở
"Chủ gửi. Nhà 1 lửng Hẻm 19, đường Trần Bình Trọng, TP. Cần Thơ",2,Quận Ninh Kiều,"2,19 ",32,69,nhà ở
"Chủ gửi. Nhà 2 lầu đường B4, Khu Hưng Phú, Cái Răng, TP. Cần Thơ",3,Quận Cái Răng ,"4,199",70,60,nhà ở
"Chủ gửi. Nhà 2 lầu đường số 7, Khu Văn Hoá Tây Đô, TP. Cần Thơ",4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
"Chủ gửi. Nhà Góc đường Nguyễn Việt Hồng, Ninh Kiều, TP. Cần Thơ.",1,Quận Ninh Kiều,"12,5 ",154,81,nhà ở
Chủ ngộp bán nhà trệt cũ hẻm 260 Trần Vĩnh Kiết,2,Quận Ninh Kiều,"1,95 ",27,72,nhà ở
chủ ngộp cần bán gấp,3,Quận Ô Môn ,"1,5 ",30,50,nhà ở
CHỦ SANG CĂN HỘ 2Phòng Ngủ View Tầng 10 TP CẦN THƠ_GIÁ 1 Tỉ 100,2,Quận Cái Răng ,"1,1 ",16,70,chung cư / căn hộ
Chung cư cao cấp Cần Thơ - Sở hữu chỉ từ 15% - Còn lại trả góp 0% LS,2,Quận Cái Răng ,"0,735",11,70,chung cư / căn hộ
Chung cư cao cấp CARA RIVER PARK,1,Quận Cái Răng,"1,79 ",48,37,chung cư / căn hộ
chung cư cao cấp đầu tiên trung tâm TP Cần Thơ,2,Quận Cái Răng ,"0,339","4,8 ",70,chung cư / căn hộ
"chung cư cao cấp hạng sang+36m2 - 85m2+1,2,3+ Cần Thơ",10,Quận Cái Răng,"0,329","4,7 ",70,chung cư / căn hộ
CHUNG CƯ FULL NỘI THẤT TẦNG TRỆT MẶT TIỀN ĐƯỜNG A6 KDC HƯNG PHÚ,4,Quận Cái Răng ,"6,25 ",34,185,chung cư / căn hộ
"Chung cư tầng trệt Nam Long II 9A 65m2 trệt lầu giá 1,9  NH hổ trợ",2,Quận Cái Răng ,"1,9 ",29,65,chung cư / căn hộ
CHUYỂN CÔNG TÁC CẦN BÁN LẠI GIÁ VỐN chính chủ,1,Quận Cái Răng ,"1,59 ",43,37,chung cư / căn hộ
CÓ GIÁ TỐT - NHÀ MẶT TIỀN TRẦN HƯNG ĐẠO,4,Quận Ninh Kiều,"13,9 ",190,73,nhà ở
"Cơ hội sở hữu căn hộ góc 80m2, 3, 2WC_ Hàng Hot",3,Quận Cái Răng ,"1,9 ",24,80,chung cư / căn hộ
CÔNG TÁC HÀ NỘI CẦN BÁN GẤP NHÀ 2 GẦN CẦU QUANG TRUNG,2,Quận Cái Răng ,"0,75",14,54,chung cư / căn hộ
CÙNG KIM TIỂU LONG THAM DỰ NGÀY HỘI ĐẦU TƯ CARA RIVER PARK TẠI CẦN THƠ,3,Quận Cái Răng ,"0,279","3,3 ",85,chung cư / căn hộ
ĐẦU HẺM 66A NGUYỄN VĂN CỪ - GẦN CHỢ AN HÒA,4,Quận Ninh Kiều,"4,5 ",63,72,nhà ở
Đầu tư căn hộ 2 70m2 hỗ trợ cho thuê hộ chủ,2,Quận Cái Răng ,"0,65","9,3 ",70,chung cư / căn hộ
Đầu Tư Căn Hộ Cho Thuê Chỉ Với 322 Triệu (20%),1,Quận Cái Răng ,"1,61 ",45,36,chung cư / căn hộ
DÃY 7 PHÒNG MINIHOUSE MỚI TRỤC HẺM 359 ĐƯỜNG NGUYỄN VĂN CỪ - 4.9 ,7,Quận Ninh Kiều,"4,9 ",37,133,nhà ở
Dãy trọ 6p sau lưng khu Hàng Bàng đường Nguyễn Văn Linh - thu nhập 9tr,6,Quận Ninh Kiều,"2,55 ",23,110,nhà ở
DỊCH VỤ NHÀ ĐẤT TỪ A-Z,2,Quận Ninh Kiều,"1,68 ",10,168,nhà ở
ĐỊNH CƯ CẦN BÁN GẤP NHÀ XÂY MỚI KHU HỒNG LOAN,3,Quận Cái Răng ,"4,45 ",52,85,nhà ở
