Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
nhà hẻm xe hơi,6,Quận Gò Vấp,"6,5 ",88,74,nhà ở
Nhà hẻm xe hơi 3x10m 2 tầng 1.1  phú xuân Nhà Bè,2,Huyện Nhà Bè,"1,1 ",37,30,nhà ở
"NHÀ HẺM XE HƠI 4 TẦNG, 5 PHÒNG NGỦ, ĐƯỜNG TẠ QUANG BỬU, QUẬN 8",5,Quận Tám,"12,7 ",109,117,nhà ở
"Nhà hẻm xe hơi Bình Thạnh, giáp quận 1",4,Quận Bình Thạnh,"7,8 ",186,42,nhà ở
Nhà hẻm xe hơi đường 18 Linh Trung,2,Thành Phố Thủ Đức,4,48,84,nhà ở
NHÀ HẺM XE HƠI ĐƯỜNG Âu DƯƠNG LÂN P3Q8,2,Quận Tám,"8,5 ",124,69,nhà ở
Nhà HẺM XE HƠI Dương Quảng Hàm P.5 _ 4.5m x 20m 4T,4,Quận Gò Vấp,9,100,90,nhà ở
"Nhà HẺM XE HƠI Dương Quảng Hàm, P.6 _ 4m x 19m, 4T",4,Quận Gò Vấp,"8,5 ",112,76,nhà ở
Nhà Hẻm xe hơi giáp Q10,2,Quận Tân Bình,"3,3 ",127,26,nhà ở
"Nhà HẺM XE HƠI Nguyễn Văn Lượng _ 4.1m x 15m, 4T",4,Quận Gò Vấp,"6,9 ",110,63,nhà ở
"NHÀ HẺM XE HƠI QUẬN 10, CÁCH MẠNG THÁNG 8. DT:4X12M, 5 TẦNG,chỉ 8.5",5,Quận Mười,"8,5 ",177,48,nhà ở
"Nhà HẺM XE HƠI THÔNG Dương Quảng Hàm_ 4m x 24m, 2T",2,Quận Gò Vấp,9,94,96,nhà ở
"Nhà HẺM XE HƠI THÔNG Nguyễn Oanh _ 5m x 18m, 4T",4,Quận Gò Vấp,"9,5 ",106,90,nhà ở
Nhà HẺM XE HƠI THÔNG Quang Trung P.10_ 4m x 17m 5T,4,Quận Gò Vấp,"9,9 ",146,68,nhà ở
"NHÀ HẺM XE HƠI, 3 PHÒNG NGỦ,ĐƯỜNG TRẦN BÌNH TRỌNG RẤT AN NINH",3,Quận Năm,"4,7 ",224,21,nhà ở
"Nhà HẺM XE TẢI 10M Lê Đức Thọ P.6 _ 5.6m x 15m, 3T",4,Quận Gò Vấp,"9,95 ",118,84,nhà ở
Nhà hẻm xe tải. 3 Tấm. Phường 11. Gò Vấp,4,Quận Gò Vấp,"6,8 ",98,70,nhà ở
"NHÀ HIẾM MỚI, HẺM XH 4.5M - TRƯƠNG ĐỊNH - 3.9X12(46M2), 5TẦNG - 9.x ",4,Quận Ba,"9,8 ",213,46,nhà ở
"NHÀ HIẾM TT, LÔ GÓC THOÁNG - HAI BÀ TRƯNG - 22M2, 2TẦNG - 4.03",2,Quận Ba,"4,03 ",183,22,nhà ở
"Nhà hiện đại 670tr Kẹt bán Gấp, 115m2 SHR. Xã Tân An Hội Huyện Củ Chi.",2,Huyện Củ Chi,"0,67","6,7 ",100,nhà ở
"NHÀ HOÀNG HOA THÁM ĐẦY ĐỦ CÔNG NĂNG,HẺM Ô TÔ ĐỖ CỬA, XÂY MỚI,NHỈNH 4",3,Quận Bình Thạnh,"4,8 ",240,20,nhà ở
Nhà Hóc Môn 4x8 giá 295triệu gần chợ Xuân Thới Thượng,2,Huyện Hóc Môn,"0,295",30,10,nhà ở
Nhà Hóc Môn 5x10 325tr gần chợ Xuân Thới Thượng,2,Huyện Hóc Môn,"0,325",33,10,nhà ở
Nhà HÓC MÔN 68m2 ( 4x17 ) CÓ SHR- giá 285 triệu,2,Huyện Hóc Môn,"0,285",29,10,nhà ở
Nhà Hóc Môn mặt tiền hẻm 1 sẹc đường Nguyễn Văn Bứa,2,Huyện Hóc Môn,"0,325",33,10,nhà ở
Nhà Hóc Môn SHR 4×11 giá 385 triệu mặt tiền hẻm rộng 4m,2,Huyện Hóc Môn,"0,385",39,10,nhà ở
Nhà Hóc Môn Xuân Thới Thượng 25m2 560trieu,2,Huyện Hóc Môn,"0,56",22,25,nhà ở
Nhà HXH 106m2 Cấp 4 Cách Mạng Tháng 8 Q.3 Tiện xây mới,1,Quận Ba,13,123,106,nhà ở
"NHÀ HXH 20M RA LÝ THƯỜNG KIỆT, 88 M2, NGANG 5,1M,F14, Q10, NHỈNH 15 ",4,Quận Mười,"15,8 ",180,88,nhà ở
"Nhà HXH 4 tầng đg số 10  phố Ẩm thực Phú Lâm P13 Q6Giá 9,2  TL",4,Quận Sáu,"9,2 ",167,55,nhà ở
"NHÀ HXH 6M NGUYỄN PHÚC CHU, TÂN BÌNH, 5 TẦNG ĐÚC MỚI, 4X18M, GIÁ 9,XTY",5,Quận Tân Bình,"9,7 ",135,72,nhà ở
"Nhà HXH đường Lê Đức Thọ, P.6,Gò Vấp,DT 5x18m, 2 lầu đúc,giá 8,2  TL",4,Quận Gò Vấp,"8,2 ",91,90,nhà ở
NHÀ HXH -KHU PHÂN LÔ -THU NHẬP 17tr5/thang - 4 TẦNG  - HIỆP BÌNH CHÁNH,4,Thành Phố Thủ Đức,"7,2 ",111,65,nhà ở
Nhà HXT Tên Lửa Nối Dài - 4X15M - 6ty850 - Ngay Chợ Bình Trị Đông.,6,Quận Bình Tân,"6,85 ",114,60,nhà ở
NHÀ KDC JAMONA CITY 85M2 FULL NỘI THẤT CHÂU ÂU 3 LẦU CHỈ 12  TL,4,Quận Bảy,12,141,85,nhà ở
NHÀ KDC  LONG MỚI XÂY 80M2 FULL NỘI THẤT CAO CẤP 4 LẦU CHỈ 12.5 ,5,Quận Bảy,"12,5 ",156,80,nhà ở
Nhà KÊ KHAI RIÊNG đường oto 1sẹc Nguyễn Ảnh Thủ  DT:4x15 giá 1ty830 Tl,2,Quận Mười Hai,"1,83 ",31,60,nhà ở
"Nhà kho 216m bán lỗ 765Tr Mặt tiền đường Đ.số 9, Tân Thông Hội, Củ Chi",1,Huyện Củ Chi,"0,765","7,7 ",100,nhà ở
"NHÀ KHU DÂN CƯ ĐÔNG ĐÚC ,NHÀ LIỀN KỀ 1 TRỆT 1 LẦU.",2,Huyện Nhà Bè,"1,15 ",55,21,nhà ở
Nhà khu dân cư phong phú 5 đối diện bến xe quận 8,5,Huyện Bình Chánh,"8,3 ",115,72,nhà ở
"NHÀ KHU PHAN XÍCH LONG PHÚ NHUẬN 26M2 4x7 HXM, 2-2WC, Q.PHÚ NHUẬN",2,Quận Phú Nhuận,"3,88 ",149,26,nhà ở
Nhà khung sổ hồng trên đất 200m2 đường Lê Thị Hoa chính chủ,2,Thành Phố Thủ Đức,"14,8 ",61,241,nhà ở
Nhà lầu  4 x 20 mặt tiền hẻm nhựa 6 mét sát bên chợ Bình Chánh giá 320,2,Huyện Bình Chánh,"0,32","3,2 ",100,nhà ở
"Nhà lầu 3 phòng ngủ 1/đường Tỉnh lộ15 vào 50mét,gần chợ tân thạnh đông",2,Huyện Củ Chi,"2,1 ",35,60,nhà ở
Nhà lầu hoàn công gần cầu Xáng Hóc Môn chỉ 2.55 ,2,Huyện Củ Chi,"2,55 ",31,81,nhà ở
"NHÀ LÂU NĂM, KO LG QH - NGUYỄN THIỆN THUẬT - 23/26M2, 3TẦNG - 4.09",3,Quận Ba,"4,09 ",178,23,nhà ở
"NHÀ LÂU NĂM, KO LG QH - NGUYỄN THIỆN THUẬT - 23/26M2, 3TẦNG - 4.09",3,Quận Ba,"4,09 ",178,23,nhà ở
"NHÀ LÂU NĂM, NỞ HẬU, KO LG - 21M2, 3TẦNG - NHỈNH 3",3,Quận Năm,"3,6 ",171,21,nhà ở
"Nhà lầu Tuyệt đẹp - MT Lý Văn Phức, Q.1 - DT: 4,1x20 - 4 lầu - 29,9 ",8,Quận Nhất,"29,9 ",365,82,nhà ở
"NHÀ LÔ GÓC, ĐƯỜNG SỐ1, LÊ ĐỨC THỌ, P13, GÒ VẤP, GẦN KÊNH THAM LƯƠNG",4,Quận Gò Vấp,6,106,57,nhà ở
"Nhà Lộ Tẻ Đúc Lửng 2, DT: 30m2, hẻm 4m ngay Ngã Tư Bà Hom. Giá 1,8",2,Quận Bình Tân,"1,8 ",60,30,nhà ở
nhà long hậu giáp nhà bè Tphcm,2,Huyện Nhà Bè,"0,62",31,20,nhà ở
"NHÀ LÝ THƯỜNG KIỆT, 88 M2, NGANG 5,1 M ,F14,Q10, NHỈNH 15 .",4,Quận Mười,"15,8 ",180,88,nhà ở
nhà mặt hẻm nhựa,1,Huyện Củ Chi,"0,57",13,45,nhà ở
NHÀ MẶT PHỐ 4 TẦNG KDC  LONG - QUẬN 7,5,Quận Bảy,"10,8 ",135,80,nhà ở
NHÀ MĂT TIỀN  khu rất sung,3,Quận Phú Nhuận,37,239,155,nhà ở
"NHÀ MẶT TIỀN 2 CHIỀU VÕ VĂN TẦN, CỬA HẬU THÔNG HẺM",5,Quận Ba,48,716,67,nhà ở
"Nhà mặt tiền 341 lạc long quân , phường 5",2,Quận Mười Một,"4,95 ",200,25,nhà ở
Nhà mặt tiền 4 tầng BTCT khu Vip yên tĩnh đường Bàu Cát 6 Q.Tân Bình,5,Quận Tân Bình,"15,1 ",210,72,nhà ở
"Nhà Mặt tiền An Dương Vương,Phường 10, Quận 6. DT 80m2 x 4 tầng",6,Quận Sáu,"10,5 ",131,80,nhà ở
"Nhà mặt tiền Âu Cơ, Chính chủ bán!",4,Quận Tân Bình,"27,5 ",172,160,nhà ở
Nhà mặt tiền Ba Vân Tân Bình 32 m 2 3 tầng 8  2,3,Quận Tân Bình,"8,2 ",256,32,nhà ở
NHÀ MẶT TIỀN CAO LỖ NỐI DÀI KHU C7 THÔNG RA PHẠM HÙNG,2,Huyện Bình Chánh,"2,6 ",93,28,nhà ở
"Nhà MẶT TIỀN chính Bông Sao 4x17m P5, Q8 giá 13.5 ",1,Quận Tám,"13,5 ",195,69,nhà ở
"Nhà mặt tiền cư xá ngân hàng 7x19 giá 18,5 ",3,Quận Bảy,"18,5 ",139,133,nhà ở
"Nhà Mặt Tiền CXPL D, Phường 10, Quận 6.DT 76m2 x 2 tầng.Giá 8.8  TL.",3,Quận Sáu,"8,8 ",116,76,nhà ở
Nhà Mặt tiền Doàn Văn Bơ dtcn:31m2 chỉ 1.680 ,1,Quận Tư,"1,68 ",54,31,nhà ở
Nhà mặt tiền Đông Thạnh 4-2 giá siêu rẻ,1,Huyện Hóc Môn,"3,39 ",57,60,nhà ở
Nhà mặt tiền đúc 1 trệt 3 lầu Full Nội Thất - Ngay chợ Giãn Dân,5,Quận Mười Hai,"6,29 ",112,56,nhà ở
Nhà mặt tiền đường 14a dt 4×16 nhà đúc 2 tấm khu vực sầm uất giá 6 ,3,Quận Bình Tân,6,94,64,nhà ở
Nhà Mặt Tiền đường Hải Thượng Lãn Ông Q5 – DT 4x26m,5,Quận Năm,21,200,105,nhà ở
"Nhà mặt tiền đường Lạc Long Quân , phường 10 , quận 11 .",1,Quận Mười Một,"22,5 ",247,91,nhà ở
Nhà mặt tiền đường Minh Phụng 9x15,6,Quận Mười Một,33,229,144,nhà ở
nhà mặt tiền đường ngay chợ phạm thế hiển p4q8,5,Quận Tám,"7,1 ",137,52,nhà ở
"Nhà mặt tiền đường Nguyễn Bình, H.Nhà Bè",2,Huyện Nhà Bè,5,58,87,nhà ở
NHÀ MẶT TIỀN ĐƯỜNG NỘI BỘ 10m KHU BÌNH PHÚ 2 4x17m 3.5TẤM 10.2,5,Quận Sáu,"10,2 ",150,68,nhà ở
nhà mặt tiền đường phan đình Phùng nở hậu có hẻm sau,1,Quận Phú Nhuận,15,259,58,nhà ở
"NHÀ MẶT TIỀN HẺM 12M ĐƯỜNG HUỲNH TẤN PHÁT, THỊ TRẤN NHÀ BÈ",4,Huyện Nhà Bè,"5,5 ",98,56,nhà ở
Nhà mặt tiền hẻm 3m âu dương lân p3 q8,4,Quận Tám,"6,8 ",131,52,nhà ở
Nhà mặt tiền hẻm 3m đường nguyễn duy p10q8,4,Quận Tám,"4,85 ",93,52,nhà ở
nhà mặt tiền hẻm huỳnh tấn phát thị trấn nhà bè,2,Huyện Nhà Bè,"1,89 ",79,24,nhà ở
Nhà mặt tiền hẻm nhựa thông,1,Quận Bình Tân,"3,8 ",58,65,nhà ở
"Nhà mặt tiền hẻm thoáng - 82m2 - Chỉ 6,5 thương lượng - Tân Hưng, Q7",3,Quận Bảy,"6,5 ",79,82,nhà ở
"NHÀ MẶT TIỀN KD – HẺM XE TẢI – ĐƯỜNG LÊ QUANG ĐỊNH, P11, BÌNH THẠNH",1,Quận Bình Thạnh,"1,58 ",132,12,nhà ở
"Nhà Mặt Tiền KD đường số 11 giao Võ Văn Ngân P.Bình Thọ sổ hồng 4,2 ",1,Thành Phố Thủ Đức,"4,2 ",91,46,nhà ở
"Nhà mặt tiền KD khu vip đường Bàu Cát gần chợ, trường học tiện xây mới",4,Quận Tân Bình,"15,5 ",155,100,nhà ở
"Nhà Mặt Tiền KD. Hiếm nhà bán. ĐẶNG THÚC VỊNH 7,5x28 sổ a4.giá tl",3,Huyện Hóc Môn,16,76,210,nhà ở
"Nhà mặt tiền kế chợ phạm thế hiển p4,Q8",10,Quận Tám,10,263,38,nhà ở
nhà mặt tiền khu dân cư cao lỗ p4q8,5,Quận Tám,"13,9 ",174,80,nhà ở
nhà mặt tiền khu dân cư cao lỗ p4q8,5,Quận Tám,"13,9 ",174,80,nhà ở
Nhà mặt tiền khu VIPHải Phường 15 Quận 10 64m2 công nhận 5 lầu,9,Quận Mười,"12,7 ",198,64,nhà ở
"Nhà mặt tiền kinh doanh 4m*24m, gần chợ Xuân Thới Thượng - Hóc Môn",4,Huyện Hóc Môn,"4,25 ",44,96,nhà ở
Nhà Mặt Tiền Kinh Doanh đường Đặng Nguyên Cẩn P13 Q6,1,Quận Sáu,13,203,64,nhà ở
Nhà mặt tiền kinh doanh liền kề Aeon Mall Tân Phú,2,Quận Tân Phú,"8,9 ",139,64,nhà ở
Nhà mặt tiền ngay chợ Bình chánh,2,Huyện Bình Chánh,"0,67","6,7 ",100,nhà ở
Nhà mặt tiền ngay chợ bình chánh,2,Huyện Bình Chánh,"0,67","8,4 ",80,nhà ở
"Nhà Mặt Tiền Ngay Đường Trần Văn Kiểu-Xe Oto Đậu Trong Nhà,4x18m-12 ",4,Quận Sáu,12,167,72,nhà ở
Nhà mặt tiền ngay trung tâm PAPCMaLL khu cao lỗ p4q8,4,Quận Tám,"11,95 ",120,100,nhà ở
nhà mặt tiền nguyễn duy p 9 q8 bán gấp,4,Quận Tám,"7,8 ",156,50,nhà ở
Nhà mặt tiền Nguyễn văn cừ quận 5,6,Quận Năm,29,473,61,nhà ở
"Nhà mặt tiền Quận 1 giá 19  ngay  trung tâm TP , tiện ích đa dạng",5,Quận Nhất,19,380,50,nhà ở
"NHÀ MẶT TIỀN QUẬN 8, GẦN ĐƯỜNG HƯNG PHÚ, 4x10m, NHỈNH 5 ",2,Quận Tám,"5,2 ",130,40,nhà ở
"NHÀ MẶT TIỀN TÂN BÌNH.-SÁT NGÃ BA ĐƯỜNG CỘNG HÒA-4X22M, GIÁ TỐT 16,X",3,Quận Tân Bình,"16,5 ",183,90,nhà ở
Nhà Mặt Tiền Tân Hòa Đông Ngay Chợ,2,Quận Sáu,"12,2 ",161,76,nhà ở
Nhà mặt tiền Trần Bình Trọng quận 5 cần bán,4,Quận Năm,35,412,85,nhà ở
"Nhà mặt tiền, đường ô tô tránh, gần C/c Sơn Kỳ.",3,Quận Tân Phú,"4,25 ",89,48,nhà ở
"Nhà mặt tiền, vị trí vàng, giá tốt 1,95  tại Cần Giờ",2,Huyện Cần Giờ,"1,95 ",22,88,nhà ở
"NHÀ MB VI BẰNG - DIỆN TÍCH ĐẸP , ĐƯỜNG SỐ 02 , P.HBP , THỦ ĐỨC",3,Thành Phố Thủ Đức,"2,78 ",29,95,nhà ở
"NHÀ MB VI BẰNG - DIỆN TÍCH ĐẸP , ĐƯỜNG SỐ 02 , P.HBP , THỦ ĐỨC",3,Thành Phố Thủ Đức,"2,78 ",29,95,nhà ở
"NHÀ MB VI BẰNG - DIỆN TÍCH ĐẸP , ĐƯỜNG SỐ 46 , P.HBC , THỦ ĐỨC",2,Thành Phố Thủ Đức,"2,38 ",61,39,nhà ở
"NHÀ MỚI 100% .3 LẦU ,SÂN THƯỢNG,ĐƯỜNG 10m.HOÀNG HOA LONG HẬU",4,Huyện Nhà Bè,"3,5 ",54,65,nhà ở
"Nhà Mới 100% BTCT, Lê Tấn Bê - Bình Tân, SHR, 46M2 chỉ 3.99 TL.",2,Quận Bình Tân,"3,99 ",87,46,nhà ở
NHÀ MỚI 100%🤩2 MẶT TIỀN.GÓC. 1.TRỆT 2 LẦU HM.,4,Huyện Hóc Môn,"4,69 ",73,64,nhà ở
Nhà mới 2 tầng 3 đường xe hơi sau lưng siêu thị metro quận 12,3,Quận Mười Hai,"4,88 ",49,100,nhà ở
Nhà mới 273/20 NĐC -HXH -3 tầng -4 - cách mặt tiền 40m,4,Quận Ba,"5,5 ",153,36,nhà ở
Nhà Mới 3 Tầng Ngang 5m Hẻm Xe Hơi 666 Đường 3/2 - 3 Giá 7 ,4,Quận Mười,7,219,32,nhà ở
"NHÀ MỚI 3LẦU HẺM XE TẢI THÔNG, KHU ẨM THỰC QUẬN TÂN PHÚ-4x14 GIÁ 7,4",6,Quận Tân Phú,"7,4 ",136,55,nhà ở
Nhà mới 4 tầng BTCT Hẻm nhựa xe hơi đường Lạc Long Quân Q.Tân Bình,4,Quận Tân Bình,"9,5 ",146,65,nhà ở
Nhà Mới 4 Tầng BTCT Ngang 4m Trần Quang Khải Giá Nhỉnh 6 ,4,Quận Nhất,"6,5 ",159,41,nhà ở
"NHÀ MỚI 4 TẦNG KDC ĐÀO SƯ TÍCH (5x18m) GIÁ 8,6 THƯƠNG LƯỢNG CHÍNH CHỦ",4,Huyện Nhà Bè,"8,59 ",95,90,nhà ở
Nhà mới 4 tầng Lãnh Binh Thăng 47m2 (4.4x11)m [HẺM THÔNG - GẦN 3/2],4,Quận Mười Một,"6,8 ",142,48,nhà ở
"Nhà Mới 5 Tầng Hẻm 8m 16/18 Nguyễn Thiện Thuật Q3, Nhỉnh 7 ",3,Quận Ba,"7,8 ",244,32,nhà ở
"Nhà mới 5,5x10 có 3 phòng ngủ",3,Quận Bảy,"2,25 ",41,55,nhà ở
NHÀ MỚI ĐẸP -  NHÀ 3 TẦNG KHU PHAN XÍCH LONG - 5×4m -P7-Phú Nhuận.,2,Quận Phú Nhuận,"3,4 ",170,20,nhà ở
Nhà Mới Đẹp - Nội Thất xinh,2,Quận Phú Nhuận,"3,45 ",182,19,nhà ở
NHÀ MỚI ĐẸP - NỘI THẤT XINH XẮN P7 PHÚ NHUẬN,2,Quận Phú Nhuận,"3,4 ",179,19,nhà ở
Nhà mới đẹp 2 lầu ST hẻm xe hơi đường Hoà Bình Dt: 3.5x10m,4,Quận Mười Một,"6,2 ",177,35,nhà ở
"Nhà mới đẹp 4 tầng, xe hơi đậu trong sân. 4,5*14 giá 7 . TT Q7.",5,Quận Bảy,7,111,63,nhà ở
Nhà mới đẹp gần cầu Thủ Thiêm sát Q1 nhỉnh 2 ,2,Quận Bình Thạnh,"2,55 ",128,20,nhà ở
Nhà Mới Đẹp TĂNG NHƠN PHÚ B Vào Ở Ngay Đón Tết Giá Hạt Rẻ,4,Thành Phố Thủ Đức,"5,5 ",98,56,nhà ở
"NHÀ MỚI ĐẸP, BÁN NHÀ NGUYỄN VĂN LƯỢNG, HẺM 3M,  P16 GÒ VẤP, GIÁ 2.X ",2,Quận Gò Vấp,"2,9 ",104,28,nhà ở
"NHÀ MỚI ĐẸP, FULL NỘI THẤT - NGUYỄN CƯ TRINH - 34M2 - NHỈNH 4 TL",2,Quận Nhất,"4,8 ",141,34,nhà ở
"NHÀ MỚI ĐẸP, MT BÀ VÌ, P4, 4,5X18, 5 TẦNG, THANG MÁY, VÀO Ở NGAY",5,Quận Tân Bình,"18,5 ",231,80,nhà ở
NHÀ MỚI FULL NỘI THẤT- 4 TẦNG- GẦN PHAN ĐĂNG LƯU,3,Quận Phú Nhuận,"5,55 ",222,25,nhà ở
"Nhà mới full nội thất 56m2, 3 , HXM Huỳnh Tấn Phát TTNhà Bè, 3.x ",3,Huyện Nhà Bè,"3,5 ",58,60,nhà ở
"Nhà Mới HXH 70m2 5 lầu 4 5WC, Đường Trường Chinh, Q12, Nhỉnh 7 ",5,Quận Mười Hai,"7,3 ",104,70,nhà ở
"Nhà mới khu đồng bộ, nhà mới ,full nội thất, thạnh xuân ,Quận 12",4,Quận Mười Hai,"5,5 ",102,54,nhà ở
nhá mới Lê văn lương nối dài nhà bè,2,Huyện Nhà Bè,"1,35 ",17,80,nhà ở
NHÀ MỚI Ở LIỀN 38m2- NGANG LỚN 3 TẦNG ĐÚC - HẺM XE HƠI 1 TRỤC,2,Quận Ba,"4,6 ",121,38,nhà ở
"NHÀ MỚI SIÊU XINH, GIÁ MỀM TẠI THẠNH LỘC 19! 🏡",2,Quận Mười Hai,"3,68 ",82,45,nhà ở
"NHÀ MỚI THIẾT KẾ GỒM 3 PHÒNG NGỦ ĐƯỜNG LÊ VĂN LƯƠNG , PHƯỚC KIÊN",3,Huyện Nhà Bè,"1,28 ",64,20,nhà ở
"Nhà mới vào ở ngay. 125..Đinh tiên Hoàng, p3, 40m2, chỉ 3,75 ",2,Quận Bình Thạnh,"3,75 ",94,40,nhà ở
NHÀ MỚI XÂY- TRỆT+3 LẦU- NGAY COOPMART PHAN XÍCH LONG,3,Quận Phú Nhuận,"7,7 ",214,36,nhà ở
NHÀ MỚI XD_4.5X12- 3 TẦNG_ KHU ĐỒNG BỘ P5 BÌNH THẠNH,4,Quận Bình Thạnh,"8,8 ",176,50,nhà ở
"NHÀ MỚI XINH LUNG LINH TÂN MỸ, 2, 2WC, 2 TẦNG. Q7",2,Quận Bảy,"6,65 ",148,45,nhà ở
NHÀ MỚI 💯 PHẠM VĂN CHIÊU P14 GÒ VẤP HẺM 6m 50m2,4,Quận Gò Vấp,"5,9 ",118,50,nhà ở
"NHÀ MỚI, HẺM THÔNG THOÁNG, VỊ TRÍ SIÊU ĐỈNH, NGAY TRUNG TÂM TÂN PHÚ",2,Quận Tân Phú,"3,5 ",121,29,nhà ở
"NHÀ MỚI, NỞ HẬU - 4/4.23X15 (61M2), 3TẦNG - TRƯỜNG SA - NHỈNH 7",3,Quận Phú Nhuận,"7,8 ",128,61,nhà ở
NHÀ MT 5m X 18m Gần UB Xã Xuân Thới Đông,5,Huyện Hóc Môn,"5,7 ",63,90,nhà ở
"NHÀ MT BA VÂN 4x10m. 1T2L CHỈ 7,3 ",3,Quận Tân Bình,"7,3 ",183,40,nhà ở
nhà MT Diệp Minh Châu,3,Quận Tân Phú,"11,5 ",151,76,nhà ở
Nhà MT đường Bông Văn Dĩa,5,Huyện Bình Chánh,"2,35 ",20,120,nhà ở
nhà Mt Dương Công Khi .  Tân Hiệp . gân chợ,2,Huyện Hóc Môn,"3,75 ",47,80,nhà ở
"Nhà MT Đường Lớn KDC  Hùng Vương - 4,5X20M - 9,8  - An Ninh",4,Quận Bình Tân,"9,8 ",109,90,nhà ở
"Nhà MT Đường Lớn KDC  Hùng Vương - 4,5X20M - 9,8  - Q.Bình Tân",3,Quận Bình Tân,"9,8 ",109,90,nhà ở
Nhà MT Đường Nguyễn Thị Thập.Q.7 Dt 10x41m. 75 ,10,Quận Bảy,75,188,400,nhà ở
"Nhà MT Đường Số,Tây,Gần LottlemarkQ7 dt 4,5x17m 3lầu 14,8 ",5,Quận Bảy,"14,8 ",197,75,nhà ở
Nhà MT Kết cấu 4 Tầng ngay chung cư Western Q6 Giá chỉ nhỉnh 10 ,3,Quận Sáu,"10,5 ",146,72,nhà ở
"Nhà MT Lâm Văn Bền kd CHDV 277m2-9 tầng có hầm thang máy, 73Ph, 87 ",10,Quận Bảy,87,314,277,nhà ở
"NHÀ MT LÊ VĂN SỸ GIÁ RẺ, 4,2X25, NỞ HẬU NHẸ, CTXD 7 TẦNG, PHÚ NHUẬN",2,Quận Phú Nhuận,29,276,105,nhà ở
Nhà MT Quang Trung căn góc 2MT 11x36,1,Quận Gò Vấp,45,214,210,nhà ở
"Nhà MT Song Lập 4.7x17.5 , Nở Hậu, 77 m2 , 8.5 , Kế công viên",2,Quận Sáu,"8,5 ",110,77,nhà ở
"Nhà MT Tân Hoá, 280m2,Trệt -5 Lầu,Thang máy",5,Quận Sáu,"9,8 ",163,60,nhà ở
NHÀ MTKD CHỢ HỒ TRỌNG QUÝ - CXPL D 4x17m 1 TRỆT 1 LỬNG 2 LẦU ST,3,Quận Sáu,"10,5 ",154,68,nhà ở
NHÀ NÁT KHU HIẾM - KỲ ĐỒNG - 140M2 - NHÍCH 10,10,Quận Ba,"10,3 ",74,140,nhà ở
"Nhà Ngang 5m, 80m2, 2 Tầng BTCT, Ngô Quyền, Quận 5, Giá chỉ 12,99 ",2,Quận Năm,"12,999",162,80,nhà ở
Nhà ngang Khủng 7m - Chưa Qua Đầu Tư - Linh Đông - Thủ Đức,4,Thành Phố Thủ Đức,"7,5 ",58,130,nhà ở
Nhà Ngay Chợ Đệm - Đang cho thuê 8tr/1 tháng - 5x20m - Sổ Hồng Riêng,4,Huyện Bình Chánh,"0,81","8,1 ",100,nhà ở
"Nhà Ngay Chợ Và Bus Hiệp Thành, Quận 12",2,Quận Mười Hai,"0,62",31,20,nhà ở
"Nhà Ngay KDC Tiện cho kinh doanh , cho thuê , đầu tư giá thương lượng",3,Huyện Bình Chánh,"1,4 ",18,80,nhà ở
"Nhà ngay siêu thị Coopmart Nguyễn Ảnh Thủ Q12 3,5x7 giá 1.180 TL",2,Quận Mười Hai,"1,18 ",48,25,nhà ở
NHÀ NGON NHANH BÁN- HẺM XE HƠI 5M- HỒ THỊ KỶ - Q10,4,Quận Mười,11,212,52,nhà ở
NHÀ NGỘP BANK NHẸ - 4X11.7 (46.5M2) - CÁCH MẠNG THÁNG 8 - NHỈNH 5,3,Quận Ba,"5,45 ",117,47,nhà ở
NHÀ NGỘP -GIÁ TỐT- QUẬN 10- NGUYỄN DUY DƯƠNG,3,Quận Mười,"5,555",139,40,nhà ở
Nhà Ngộp Tân Kiên - Bông Văn Dĩa Nằm Ngay Ngã Tư Nguyễn Cữu Phú 96m2,2,Huyện Bình Chánh,"0,93","9,7 ",96,nhà ở
"NHÀ NGỘP, BÁN GẤP 750TR, CÁCH CHỢ ĐỆM 160M",3,Huyện Bình Chánh,"0,75","9,4 ",80,nhà ở
"Nhà Nguyễn Công Hoan (5 tầng; 5,8mx14,5m). Giá 12 ",10,Quận Phú Nhuận,12,146,82,nhà ở
Nhà Nguyễn Thị Minh Khai 4tầng chỉ 7.5  BếnThành Q1,4,Quận Nhất,"7,5 ",203,37,nhà ở
"Nhà Nguyễn Thị Nhỏ, cách MT 1 căn, [3.5m x 14m] 3 lầu, ST đúc thật",4,Quận Mười Một,"6,8 ",139,49,nhà ở
Nhà Nguyễn Trãi 38m2 giá bán 1  680 liền kề trường DH Sài Gòn🔥🔥🔥,3,Quận Năm,"1,68 ",112,15,nhà ở
"Nhà Nguyễn Trãi, Quận 5, 2 Tầng, DTSD 40m2, Nhỉnh 3 ",2,Quận Năm,"3,5 ",177,20,nhà ở
NHÀ NGUYỄN TRI PHƯƠNG - TRUNG TÂM QUẬN 10 - 2 TẦNG CHỈ 4.68 ,2,Quận Mười,"4,68 ",156,30,nhà ở
Nhà Nguyễn Văn Quá Quận 12,3,Quận Mười Hai,"4,8 ",91,53,nhà ở
NHÀ NHỎ PHƯỜNG 10,2,Quận Gò Vấp,"2,4 ",114,21,nhà ở
