Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
"Nhà Mặt Phố Hàng Đường, Ngã 4 Hàng Chiếu,Trung Tâm Phố Cổ, Q.Hoàn Kiếm",3,Quận Hoàn Kiếm,"13,5 ",964,14,nhà ở
Nhà Miếu Đầm sổ 65 m  xây 74 m  4  tầng 4 phong khép kín giá 15 ,4,Quận Nam Từ Liêm,15,231,65,nhà ở
Nhà Miếu Đầm sỗ đỏ 56  12 phòng kép kín tầng giá 13.3 ,10,Quận Nam Từ Liêm,"13,3 ",238,56,nhà ở
Nhà mới 5 tầng 50m nội thất xịn xò ở Thạch Bàn Long Biên,3,Quận Long Biên,"8,1 ",162,50,nhà ở
"NHÀ MỚI 6 TẦNG THANG MÁY, GARA Ô TÔ, PHỐ ĐÀM QUANG TRUNG, GIÁ HƠN 8 ",5,Quận Long Biên,"8,9 ",223,40,nhà ở
NHÀ MỚI -BÁN NHÀ NGỌC THUỴ LONG BIÊN- NGÕ Ô TÔ DT  58 m2 GIÁ : 13.8 ,5,Quận Long Biên,"13,8 ",238,58,nhà ở
NHÀ MỚI ĐÓN TẾT - 6 TẦNG - OTO CẠNH NHÀ - NGÕ NÔNG,3,Quận Long Biên,5,167,30,nhà ở
"NHÀ MỚI ĐÓN TẾT - NGỌC TRỤC, FULL NỘI THẤT -MẶT NGÕ Ô TÔ, KINH DOANH",4,Quận Nam Từ Liêm,"7,8 ",217,36,nhà ở
NHÀ MỚI ĐÓN TẾT-3 NGỦ RỘNG THOÁNG-OTO ĐỖ CÁCH 10M-CÁCH HỒ ĐIỀU HOÀ 50M,3,Huyện Đông Anh,"3,35 ",80,42,nhà ở
"Nhà mới Kim Chung, 15m ô tô đỗ, 30m ô tô tránh, 36,5m 4,85 ",5,Huyện Hoài Đức,"4,85 ",133,37,nhà ở
NHÀ MỚI KOONG,3,Quận Hai Bà Trưng,"8,28 ",184,45,nhà ở
NHÀ MỚI KOONG - GẦN PHỐ - Ô TÔ ĐỖ CỬA - NGÕ ĐẸP - TIỆN ÍCH NGẬP TRÀN,3,Quận Hoàng Mai,"5,1 ",134,38,nhà ở
"NHÀ MỚI- NGÕ Ô TÔ - KINH DOANH- LIÊN NINH- THANH TRÌ- 42,5M- 5,4",4,Huyện Thanh Trì,"5,4 ",127,43,nhà ở
"Nhà mới ở ngay  Thụy Khuê 38m nhà  5 tầng , Mt  4.2m giá  7.1 ",3,Quận Tây Hồ,"7,1 ",187,38,nhà ở
Nhà Mới Phố Đào Tấn.Liễu Giai.Ba Đình.DT 38M X5 Tầng.Giá 6.9 ,3,Quận Ba Đình,"6,9 ",192,36,nhà ở
Nhà Mới Phố Văn Hội.Đức Thắng.Bắc Từ Liêm.DT 36M x 5 Tầng.Giá 5.15 ,3,Quận Bắc Từ Liêm,"5,15 ",143,36,nhà ở
"Nhà mới tinh 4 tầng 38m2,full nội thất,gần đại học TDTT,Yên Nghĩa 3km",3,Huyện Chương Mỹ,"2,26 ",59,38,nhà ở
NHÀ MỚI TỰU LIỆT-HÀNG XÓM LINH ĐÀM P🍀🍀✳️GẦN NGAY BẾN XE NƯỚC NGẦM OTT,4,Huyện Thanh Trì,"5,35 ",149,36,nhà ở
Nhà mới xây 30m2 x 5 tầng cách vài nhà ra đường ô tô,3,Quận Hoàng Mai,5,167,30,nhà ở
"Nhà mới xây ở 3 tầng, gần vành đai 4 về Mỹ đình hơn 10km, chủ bán rẻ",3,Huyện Đan Phượng,"3,2 ",74,43,nhà ở
"Nhà mới xây Phụng Châu, Đường, Ngõ cực rộng Ô tô vào tới cửa",3,Huyện Chương Mỹ,"2,3 ",77,30,nhà ở
"Nhà mới, giá tốt  cạnh QL6, Cầu Mai Lĩnh Cơ hội vàng cho khách hàng",3,Quận Hà Đông ,"2,3 ",72,32,nhà ở
"Nhà Mới, Ô Tô Vào Nhà Giải Phóng 42 m, 7 tầng, mt 4m, giá 13.5 .",5,Quận Thanh Xuân,"13,5 ",321,42,nhà ở
"Nhà Mỹ Đình 58m2; 9,25  - 4 tầng dân xây.",5,Quận Nam Từ Liêm,"9,25 ",159,58,nhà ở
NHÀ NÉT THANH XUÂN - BÙI XƯƠNG TRẠCH,4,Quận Thanh Xuân,"13,7 ",211,65,nhà ở
"Nhà ngay chợ,UBND về ở ngay-ô tô nhỏ đỗ cổng DT 40m2 gần Yên NGhĩa",3,Huyện Quốc Oai,"2,8 ",70,40,nhà ở
Nhà Ngõ 1181 Quang Trung đã có sổ đỏ,3,Quận Hà Đông ,"4,5 ",150,30,nhà ở
Nhà Ngõ 207 Xuân Đỉnh 5 Tầng Thang Máy Ngõ Ba Gác Gần Ngoại Giao Đoàn.,3,Quận Bắc Từ Liêm,"7,5 ",225,33,nhà ở
"Nhà ngõ 34 m2, phố Cầu Cốc,  Từ Liêm, Hà Nội",3,Quận Nam Từ Liêm,"4,1 ",120,34,nhà ở
"Nhà Ngõ 68 Cầu Giấy, Ô tô đỗ Cổng, 5 tầng, ngõ thoáng, gần phố, ở luôn",4,Quận Cầu Giấy,"6,5 ",171,38,nhà ở
NHÀ NGÕ RỘ0NG  3NGỦ 4T FULL NỘI THẤT,3,Quận Thanh Xuân,"5,8 ",193,30,nhà ở
"Nhà Ngọc Lâm Lô Góc +Gara oto + thang máy:Dt:64m2 x 4T, giá 10.5 ",4,Quận Long Biên,"10,5 ",164,64,nhà ở
Nhà Ngọc Thụy sang đẹp ở luôn. 42m2. Giá chỉ 4.6 ,3,Quận Long Biên,"4,6 ",110,42,nhà ở
"nhà Nguyễn Hoàng Tôn, Tây Hồ 40m2, 11,2 ",4,Quận Tây Hồ,"11,2 ",280,40,nhà ở
NHÀ Ở BÙI XƯƠNG TRẠCH,6,Quận Thanh Xuân,"10,7 ",238,45,nhà ở
Nhà Ở Vành Đai 4 Đan Phượng Hà Nội,1,Huyện Đan Phượng,"2,9 ",44,67,nhà ở
"nhà phân lô , ô tô đỗ cửa , sổ nở hậu",4,Quận Hà Đông ,"4,1 ",137,30,nhà ở
"Nhà phân lô Hoàng Quốc Việt, Cầu Giấy, 61, 7 tầng, 5m, nhỉnh 24 .",6,Quận Cầu Giấy,"24,5 ",401,61,nhà ở
NHÀ PHÂN LÔ MT4M - Ngõ nông - ô tô - thông sàn kinh doanh 35m2*5T,3,Quận Đống Đa,6,171,35,nhà ở
NHÀ PHÂN LÔ NGÕ 325 KIM NGƯU-50M2-Ô TÔ ĐỂ TRONG NHÀ-CHỈ 13tỉ8-4 TẦNG,4,Quận Hai Bà Trưng,"13,8 ",276,50,nhà ở
Nhà phân lô ngõ ô tô 35m2 x 4 tầng ở kinh doanh,3,Quận Hoàng Mai,6,171,35,nhà ở
NHÀ PHÂN LÔ PHÚ DIỄN- BẮC TỪ LIÊM 40M2- VỈA HÈ- Ô TÔ TRÁNH- GIÁ 9.2 ,2,Quận Bắc Từ Liêm,"9,2 ",230,40,nhà ở
NHÀ PHÂN LÔ PHÚ DIỄN- GARA ÔTÔ- KINH DOANH- 60M2- 6 TẦNG- GIÁ 11.8 .,4,Quận Bắc Từ Liêm,"11,8 ",197,60,nhà ở
"NHÀ PHỐ BỒ ĐỀ- LONG BIÊN, 62M2,5 TẦNG,13.8 .KINH DOANH- Ô TÔ NGỦ.",4,Quận Long Biên,"13,8 ",265,52,nhà ở
NHÀ PHỐ CỔ - HOÀN KIẾM - 25M2- TÀI CHÍNH 6  -NGÕ 3 GÁC Ô TÔ CÁCH 10m,3,Quận Hoàn Kiếm,6,240,25,nhà ở
"Nhà phố Đại La, Hai Bà Trưng, lô góc, ô tô tải đỗ cửa, ngõ thông, kinh",3,Quận Hai Bà Trưng,"7,35 ",245,30,nhà ở
NHÀ PHỐ ĐÌNH THÔN - KD Ở ĐỀU VƯỢNG- 45Mx5T- DÂN XÂY CHẮC CHẮN,8,Quận Nam Từ Liêm,8,186,43,nhà ở
"Nhà phố Đội Cấn – 72 x 4 tầng, không gian siêu rộng rãi giá ưu đãi",4,Quận Ba Đình,11,153,72,nhà ở
"NHÀ PHỐ HOÀNG VĂN THÁI - KINH DOANH - Ô TÔ VÀO NHÀ 55M x 5 TẦNG 11,5",5,Quận Thanh Xuân,"11,5 ",209,55,nhà ở
Nhà phố Kim Mã 25m - 3.2ty. 4 tầng 3 phòng ngủ,3,Quận Ba Đình,"3,2 ",128,25,nhà ở
"Nhà phố liền kề trung tâm Trâu Quỳ, Gia Lâm 16,3 ",6,Huyện Gia Lâm,"16,3 ",181,90,nhà ở
Nhà phố Minh khai,3,Quận Hai Bà Trưng,"3,4 ",170,20,nhà ở
"Nhà phố Nguyễn Chính 30/33m sổ đỏ chính chủ, cần bán",3,Quận Hoàng Mai,"5,7 ",173,33,nhà ở
"NHÀ PHỐ THẠCH CẦU, BÁT KHỐI LONG BIÊN, CẠNH CẦU VĨNH TUY, Ô TÔ ĐỖ CỬA",2,Quận Long Biên,7,64,110,nhà ở
"Nhà phố Thái Thịnh, vị trí vàng 71m2 ô tô tránh xe tải 7T thang máy KD",10,Quận Đống Đa,33,465,71,nhà ở
Nhà phố Thanh Nhàn -Bạch Mai,4,Quận Hai Bà Trưng,"4,85 ",202,24,nhà ở
"Nhà phố Tô Ngọc Vân, Tây Hồ, 56, 3 tầng, hơn 22 , ngõ ô tô tránh",6,Quận Tây Hồ,"22,4 ",400,56,nhà ở
NHÀ PHƯƠNG CANH 60M2 4 NGỦ CÓ SÂN ĐỂ XE,4,Quận Nam Từ Liêm,"6,9 ",115,60,nhà ở
"Nhà Quan Hoa, 5 Tầng, Dt 40m, Giá 8,4  Gần Ôtô, Ngõ Thông, Gần Chợ",4,Quận Cầu Giấy,"8,4 ",210,40,nhà ở
"Nhà Rất Đẹp 68 Cầu Giấy Dt 40m Giá 8,4  Ngõ Thông Gần Ôtô, Full Đồ",4,Quận Cầu Giấy,"8,4 ",210,40,nhà ở
nhà rẻ đẹp thư Phú thường tín,2,Huyện Thường Tín,"2,1 ",24,87,nhà ở
nhà rẻ sát chợ tự nhiên thường tín,2,Huyện Thường Tín,"2,26 ",21,108,nhà ở
"Nhà riêng Đại Tự,Hoài Đức 35m2 4T,ngõ thông, ô tô 30m giá chỉ 3,7 ",4,Huyện Hoài Đức,"3,7 ",106,35,nhà ở
"NHÀ RIÊNG TẠI PHỐ BẠCH MAI, 6,8 /47 m2,~140Tr/1m ,6 , 5 WC 4 tầng",6,Quận Hai Bà Trưng,"6,8 ",145,47,nhà ở
"Nhà rộng giá rẻ nội thất đẹp,rất hiếm,vị trí thuận tiện mọi mặt đi lại",3,Quận Hai Bà Trưng,"5,8 ",135,43,nhà ở
"Nhà sát 93 Vương Thừa Vũ, 10m oto tránh,, ở hoặc cho thuê tốt, 37m2*4T",3,Quận Thanh Xuân,"7,2 ",195,37,nhà ở
"Nhà Tả Thanh Oai, vị trí đẹp, dt 36m, 4 tầng. gần Oto. Full nội thất",4,Huyện Thanh Trì,"3,45 ",96,36,nhà ở
"Nhà Tân Lập - Đan Phượng - vị trí đẹp - ngõ nông - giá 3,x ",3,Huyện Đan Phượng,"3,5 ",109,32,nhà ở
NHÀ TẬP THỂ 50 MÉT ĐẸP LÔ GÓC - THOÁNG SÁNG- CHỦ TÂM HUYẾT -,2,Quận Đống Đa,"2,45 ",49,50,nhà ở
"NHÀ TẬP THỂ QUỲNH MAI, 3,35  VND, 35,3/60m2 -2NGỦ-2WC-1KHÁCH-SOS",2,Quận Hai Bà Trưng,"3,35 ",95,35,nhà ở
"Nhà Thạch Bàn _Sát Aeon,Dân Xây+full N/ thất_nét:4,9 _43mx4T_Mt:4,3",3,Quận Long Biên,"4,9 ",114,43,nhà ở
"Nhà Thạch Bàn -Sát Aoen :35m2 x 6T ,Mt :4m , Nét 4,4  - Oto Đỗ Cửa ,",4,Quận Long Biên,"4,4 ",126,35,nhà ở
NHÀ THANG MÁY XÂY MỚI ĐẸP NHẤT CẦU GIẤY-OTO ĐỖ CỔNG-4.1MMTx6T- GIÁ8.5T,4,Quận Cầu Giấy,"8,5 ",189,45,nhà ở
"NHÀ THANH BÌNH MỖ LAO HÀ , 35M, 5T, MT4,6M, GIÁ 7,65 ",3,Quận Hà Đông ,"7,65 ",219,35,nhà ở
"Nhà thật, giá thật chỉ 28, xây mới cách đường ô tô chỉ 20m",4,Huyện Hoài Đức,"2,8 ",88,32,nhà ở
"Nhà thiết kế có Gara oto 35m2x3T, đường 5m, 3.5km Penika Tố Hữu",3,Huyện Quốc Oai,"3,25 ",93,35,nhà ở
nhà Thôn Nội - Đức Thượng - ngõ nông - gần 32 - 40m2 4 tầng,4,Huyện Hoài Đức,4,100,40,nhà ở
NHÀ TÔ VĨNH DIỆN - 45 m2 - MẶT TIỀN KHỦNG - LÔ GÓC,5,Quận Thanh Xuân,"8,6 ",210,41,nhà ở
"Nhà Trung kính ngõ to gần ô tô 15m,mặt tiền khủng,2 thoáng ở sướng",5,Quận Cầu Giấy,9,164,55,nhà ở
Nhà Trung Tâm La Phù-Ôtô Đỗ Gần Về Ở Luôn-5Phút Ra Lê Trọng Tấn,3,Huyện Hoài Đức,"3,8 ",119,32,nhà ở
"NHÀ TRƯỜNG CHINH FULL NỘI THẤT LUNG LINH, ĐỐNG ĐA 38M x 5T CHỈ 7600",6,Quận Đống Đa,"7,6 ",200,38,nhà ở
Nhà TT Phùng - 4 tầng đơn lập - gần 50m2 - đủ công năng - cạnh bến xe,4,Huyện Đan Phượng,"3,5 ",74,47,nhà ở
Nhà TT Trôi - Hoài Đức - 4 tầng đơn lập - 40m2 - giá chỉ ngoài 3 ,4,Huyện Hoài Đức,"3,7 ",93,40,nhà ở
"Nhà ven đô sát Đồng Mai,38mx3T,ôtô vào cửa,full nội thất,giá nhỉnh 2",3,Huyện Thanh Oai,"2,195",58,38,nhà ở
"Nhà View Đẹp - Siêu Thoáng. Chỉ 2,42 3Tx34m - 10Phút Ra BX Yên Nghĩa",3,Huyện Chương Mỹ,"2,26 ",65,35,nhà ở
NHÀ VƯƠNG THỪA VŨ- - THANH XUÂN,4,Quận Thanh Xuân,"14,6 ",243,60,nhà ở
"Nhà xây mới 33m-5T 4P- o tô đậu cổng,Bích Hòa,Thanh oai",3,Huyện Thanh Oai,"3,05 ",95,32,nhà ở
"Nhà xây mới 34m-4T-5 lô góc ngõ thông,",4,Quận Hà Đông ,"4,8 ",141,34,nhà ở
"Nhà xáy mới 5 tầng thang máy full nội thất,vị trí hiếm cạnh KĐT Đền Lừ",3,Quận Hoàng Mai,"7,4 ",211,35,nhà ở
"Nhà Yên Hoà Cầu giấy ngõ to thông ô tô 5 tạ đỗ,nhà mới,ở hoặc cho thuê",7,Quận Cầu Giấy,8,160,50,nhà ở
"Nhà Yên nghĩa, 50m ra quốc lộ 6,35m-4T-4gác lửng,ở ngay",4,Quận Hà Đông ,"5,6 ",160,35,nhà ở
"Nhanh chân còn kịp! Thái Hà, lô góc, 5m ô tô tránh, thang máy",5,Quận Đống Đa,"9,98 ",166,60,nhà ở
"NHANH MỚI KỊP- PHẠM VĂN ĐỒNG,Ô TÔ TRÁNH-SÁT PHỐ -KINH DOANH-CỰC THOÁNG",2,Quận Bắc Từ Liêm,"8,9 ",247,36,nhà ở
"Nhanh tay kẻo hết, nhà cực hiếm 36m2 chỉ 2,2  ô tô đỗ cửa",3,Huyện Chương Mỹ,"2,2 ",61,36,nhà ở
"Nhỉnh 2  - nhà 3 tầng - ô tô đỗ gần, Cách 1,km QL6. 15p Bx Yên Nghĩa",3,Huyện Chương Mỹ,"2,05 ",60,34,nhà ở
"Nhỉnh 2 , 33m2 Giáp Biên Giang, xe bus gần 10p BX Yên Nghĩa.",3,Huyện Chương Mỹ,"2,05 ",62,33,nhà ở
NHỈNH 4  - CÓ NHÀ MỚI 5 TẦNG Ở LA PHÙ HOÀI ĐỨC.,3,Huyện Hoài Đức,4,133,30,nhà ở
"NHỈNNH 4  CÓ NGAY NHÀ LÔ GÓC , GẦN QL6 , VÀNH ĐAI 4.DT 35m × 5 tầng",3,Quận Hà Đông ,"4,55 ",130,35,nhà ở
Nhượng căn nhà đẹp giá rẻ ở Thường Tín,2,Huyện Thường Tín,"1,96 ",37,53,nhà ở
NÓNG!  MỞ BÁN 20 căn nhà tại Đại Thành - ngày gần KDT ĐÔ NGHĨA,4,Huyện Quốc Oai,"2,5 ",60,42,nhà ở
Ô TÔ 7 CHỖ ĐỖ CỬA - ĐẸP SANG XỊN MỊN - NHÀ THOÁNG TRƯỚC SAU - CHỦ MỚI,3,Quận Long Biên,"4,9 ",82,60,nhà ở
"Ô TÔ Cách 50m, 5T BAN CÔNG SÂN THƯỢNG, 100m ra chợ La Phù",4,Huyện Hoài Đức,"3,95 ",127,31,nhà ở
Ô tô đỗ cửa - 35m2 - 4 phòng ngủ - 5p ra cầu mai Lĩnh - QL 21,3,Huyện Thanh Oai,"2,2 ",63,35,nhà ở
"Ô tô đỗ cửa - Diện tích khủng - Ngay chợ Đại Thành, uỷ ban trường học",4,Huyện Quốc Oai,"3,35 ",74,45,nhà ở
"Ô tô đỗ cửa,nhà phố HẠ ĐÌNH,THANH XUÂN,61m,5 tầng,6 phòng ngủ, 10 ",6,Quận Thanh Xuân,10,164,61,nhà ở
"Ô tô thông tránh nhau, lô góc - kinh doanh- Tân Mai  35/40m2 5T ở luôn",6,Quận Hoàng Mai,"8,85 ",253,35,nhà ở
Ô tô tới cửa - chỉ cần trả trước 800tr nhà xây mới giáp Hà ,3,Quận Hà Đông ,"2,2 ",63,35,nhà ở
Ô tô vào nhà 38m xây 5 tầng 4  hơn xíu làng Tó Tả Thanh oai Cầu Tó,4,Huyện Thanh Trì,"4,95 ",130,38,nhà ở
"Ông Chú gửi bán nhà C4 Siêu Quần, Tả Thanh oai, Thanh trì 650 triệu",1,Huyện Thanh Trì,"0,65",20,33,nhà ở
OTO 7 CHỖ ĐỖ CỬA - NHÀ 4 TẦNG ĐẸP LONG LANH- MẶT TIỀN RỘNG,3,Huyện Đông Anh,"3,8 ",73,52,nhà ở
"Ôtô kinh doanh liền kề JW Marriot, Toà nhà 9 Tầng 29 phòng 160tr/tháng",10,Quận Nam Từ Liêm,28,295,95,nhà ở
OTO TẢI TRÁNH- NHÀ MẶT TIỀN TỨ HIỆP- THANH TRÌ - KINH DOANH TỐT- 80M-,3,Huyện Thanh Trì,"9,9 ",124,80,nhà ở
Oto tránh 10m - trước nhà 3m cực thoáng - Hồng Hà - Hoàn Kiếm - 4.8ty,3,Quận Hoàn Kiếm,"4,8 ",155,31,nhà ở
"Penth Sun Square, Lê Đức Thọ - Nguyễn Hoàng. Đang Cho thuê:17tr/th",3,Quận Nam Từ Liêm,"6,3 ",63,100,chung cư / căn hộ
PHẢI THẬT NHANH AE ƠI -NGÕ THÔNG KINH DOANH - KHU DÂN TRÍ CAO,3,Quận Ba Đình,"8,6 ",226,38,nhà ở
"Phạm Văn Đồng 41m2*4T, ngõ rộng, sát KĐT  Cường, thuê 20tr/th, 6 ",7,Quận Bắc Từ Liêm,6,146,41,nhà ở
PHẠM VĂN ĐỒNG CĂN GÓC - NỘI THẤT XỊN  TIỆN ÍCH  GIÁ TỐT  GẦN CẦU GIẤY,3,Quận Bắc Từ Liêm,"4,6 ",53,87,chung cư / căn hộ
PHẠM VĂN ĐỒNG CĂN GÓC Ở NGAY -TIỆN ÍCH  GIÁ NHỈNH 4  90M CHỦ HỢP TÁC,3,Quận Bắc Từ Liêm,"0,005","0,05",90,chung cư / căn hộ
PHẠM VĂN ĐỒNG LÔ GÓC Ở NGAY  TIỆN ÍCH XUNG QUANH  90M NHỈNH 4.6 ,3,Quận Cầu  Giấy,"4,5 ",50,90,chung cư / căn hộ
PHẠM VĂN ĐỒNG LÔ GÓC Ở NGAY  TIỆN ÍCH XUNG QUANH 90M NHỈNH 4 ,3,Quận Bắc Từ Liêm,"4,6 ",51,90,chung cư / căn hộ
PHẠM VĂN ĐỒNG LÔ GÓC Ở NGAY 3 THOÁNG  GẦN CẦU GIẤY 87M NHỈNH 4 ,3,Quận Bắc Từ Liêm,"4,4 ",49,90,chung cư / căn hộ
"Phạm Văn Đồng, ngõ siêu nông,thẳng, 15m ra oto, tặng full đồ, 35.6m*5T",3,Quận Bắc Từ Liêm,"6,3 ",177,36,nhà ở
"PHAN ĐÌNH GIÓT, THANH XUÂN, 50M, 5 TẦNG, LÔ GÓC, 3 THOÁNG, KINH DOANH",5,Quận Thanh Xuân,"8,2 ",164,50,nhà ở
"PHÂN LÔ - 3 Ô TÔ TRÁNH NHAU l- KINH DOANH, GIÁ CHỈNH 20 !",10,Quận Bắc Từ Liêm,"20,5 ",320,64,nhà ở
PHÂN LÔ - Ô TÔ ĐỖ CỬA - TRUNG TÂM CẦU GIẤY GIÁ NGON NHÀ THOÁNG,4,Quận Cầu Giấy,"10,3 ",229,45,nhà ở
PHÂN LÔ - Ô TÔ ĐỖ CỬA - TRUNG TÂM CẦU GIẤY GIÁ NGON NHÀ THOÁNG,4,Quận Cầu Giấy,"10,3 ",229,45,nhà ở
PHÂN LÔ 3 BƯỚC RA Ô TÔ TRÁNH - PHỐ LỚN TÂN MAI TT HOÀNG MAI,2,Quận Hoàng Mai,"3,15 ",113,28,nhà ở
"PHÂN LÔ CÁN BỘ PHỐ YÊN LẠC -  85M2 x 7 TẦNG Ô TÔ ĐỖ TRÁNH, GARA 2 Ô TÔ",7,Quận Hai Bà Trưng,26,306,85,nhà ở
"PHÂN LÔ ĐỐNG ĐA - Ô TÔ - VÀI BƯỚC RA HỒ 45M2 X 4 TẦNG, MT 4M- 15,4 ",6,Quận Đống Đa,"15,4 ",342,45,nhà ở
"PHÂN LÔ HAI BÀ TRƯNG, SANG TRỌNG, ĐẲNG CẤP, ĐÁNG SỐNG",4,Quận Hai Bà Trưng,"26,5 ",312,85,nhà ở
PHÂN LÔ HỒ ĐỀN LỪ - LÔ GÓC-3 THOÁNG- NGÕ THÔNG-KINH DOANH-Ô TÔ TRÁNH.,3,Quận Hoàng Mai,"8,5 ",304,28,nhà ở
"PHÂN LÔ KĐT VĂN QUÁN - VỈA HÈ, KINH DOANH, THÔNG BÀN CỜ - 40M - 5 TẦNG",4,Quận Hà Đông ,"9,8 ",245,40,nhà ở
PHÂN LÔ Ô TÔ VƯƠNG THỪA VŨ -LÔ GÓC NHÀ ĐẸP 4 TẦNG 11 ,5,Quận Thanh Xuân,11,218,51,nhà ở
"PHÂN LÔ QUẦN NGỰA- Ô TÔ TRÁNH-VỈA HÈ-THANG MÁY-75M2*6 TẦNG,GIÁ 24.8 ",4,Quận Ba Đình,"24,8 ",331,75,nhà ở
"PHÂN LÔ THANH XUÂN-2 THOÁNG VĨNH VIỄN-10m Ô TÔ TRÁNH-6,15 ",4,Quận Thanh Xuân,"6,15 ",114,54,nhà ở
"Phân lô Văn Hội Từ Liêm 65m2 , 5 tầng , ô tô , ngõ thông",7,Quận Bắc Từ Liêm,"12,5 ",192,65,nhà ở
Phân lô VIP ngã tư Trương Định Bạch Mai,4,Quận Hai Bà Trưng,29,290,100,nhà ở
Phố Bà Triệu - Diện tích 35m2 - Giá 8 tỉ,4,Quận Hoàn Kiếm,8,195,41,nhà ở
Phố Thái Hà - Đống Đa - 27m2 x 5T - full đồ nội thất cao cấp - 5.5 ,4,Quận Đống Đa,"5,5 ",204,27,nhà ở
"Phố Thuỵ Khuê – Chu Văn An.  Nhà mới 4 tầng, ngõ rộng giá chỉ 5.2 ",3,Quận Tây Hồ,"5,2 ",208,25,nhà ở
PHỐ VĂN HƯƠNG NHÀ ĐẸP LÔ GÓC SÁNG THOÁNG - 25M2 4 TẦNG 2 NGỦ 1 THỜ,2,Quận Đống Đa,"3,78 ",151,25,nhà ở
"PHỐ VIP ĐÀO TẤN! NHÀ ĐẸP DT40M2*4T, NGÕ NÔNG THÔNG, GẦN PHỐ NHỈNH 6 ",4,Quận Ba Đình,6,150,40,nhà ở
"PHỐ VIP Trần Duy Hưng, Ô TÔ, KINH DOANH, GẦN PHỐ, DÂN XÂY - 10,x .",5,Quận Cầu Giấy,"10,5 ",250,42,nhà ở
"PHỐ VIP Trần Duy Hưng, Ô TÔ, KINH DOANH, GẦN PHỐ, DÂN XÂY - 10,x .",5,Quận Cầu Giấy,"10,5 ",250,42,nhà ở
"Phú đô 55M 5 tầng MT 4,2M 2 thoáng trước nhà 3m, cách ô tô 100m",5,Quận Nam Từ Liêm,"6,5 ",118,55,nhà ở
PHÚ LƯƠNG HÀ _LÔ GÓC GIÁ RẺ NHẤT KHU_31 4 TẦNG FUL NỘI THẤT,3,Quận Hà Đông ,"4,5 ",145,31,nhà ở
PHÚ LƯƠNG HÀ _NHÀ MỚI_2 THOÁNG_2 RA Ô TÔ 36M_5TẦNG NHỈNH 5 ,6,Quận Hà Đông ,"5,45 ",160,34,nhà ở
PHÙNG HƯNG HOÀN KIẾM - MẶT PHỐ VỈA HÈ 105 MT RỘNG11M - ĐẤT ODT 1 CHỦ,6,Quận Hoàn Kiếm,105,1000,105,nhà ở
"Phương Mai kéo dài,60m2x4T nhà đẹp ở ngay, gần ô tô tránh!",4,Quận Đống Đa,"7,15 ",119,60,nhà ở
"Phương Mai, gần ô tô, ngõ thông rộng, sân xe, thoáng sáng, ở ngay, 60m",3,Quận Đống Đa,"7,5 ",125,60,nhà ở
Quá Đẹp-Nhà 5Tầng Ôtô Đỗ-Xe Bus Đi Qua-5Phút Ra QL6-TIện Ích Đầy Đủ,4,Huyện Chương Mỹ,"2,65 ",85,31,nhà ở
"Quá hiếm, nhà Hoàng Quốc Việt, 6 tầng thang máy, cực đẹp, chỉ 7.5 .",3,Quận Cầu Giấy,"7,5 ",214,35,nhà ở
"Quá hiếm, nhà Hoàng Quốc Việt, 6 tầng thang máy, cực đẹp, chỉ 7.5 .",3,Quận Cầu Giấy,"7,5 ",214,35,nhà ở
"Quá khủng! Nhà Đại Mỗ, Ngõ thông, Gần bãi gửi Ô tô, Nhà mới, 42m*5T",4,Quận Nam Từ Liêm,"5,7 ",136,42,nhà ở
Quá Rẻ - Nhà Mặt Ngõ Ôtô Đỗ - Xe Bus Đi Qua - Ngay QL6 Tiện Ích Đầy Đủ,4,Huyện Chương Mỹ,"2,75 ",76,36,nhà ở
"Quá Rẻ Cao Viên, 2,05  34m2, đường thông, ô tô dỗ cửa",3,Huyện Thanh Oai,"0,205",6,34,nhà ở
"Quá Rẻ sát Hà  chỉ 2280 36m2, đường thông, ÔTo 7 chỗ đi qua lại",4,Huyện Thanh Oai,"2,28 ",63,36,nhà ở
"Qúa rẻ! Nhà 43m2 x 4T,gần trường ,chợ,cách KĐT Đô Nghĩa,Phenika 2,5km",3,Huyện Quốc Oai,"2,76 ",64,43,nhà ở
Quá Rẻ-Nhà mới 5Tầng-Ngay Chợ La Phù Ôtô Đỗ Gần-5phút ra Glexcimco D,4,Huyện Hoài Đức,"3,5 ",109,32,nhà ở
"QUÁ SỐC ! Nhà Minh Khai - Ngõ Xe Ba Gác, Thông, Rộng, 42m2 chỉ hơn 5",3,Quận Hoàng Mai,"5,75 ",137,42,nhà ở
"QUÁ VIP, HOÀNG QUỐC VIỆT CẦU GIẤY, SÁT PHỐ 2 MẶT TIỀN Ô TÔ, KINH DOANH",4,Quận Cầu Giấy,"16,5 ",300,55,nhà ở
"QUANG TRUNG - HÀ , 3 bước ra Phố - S= 35m2 - 5 tầng - chỉ6,4 ",3,Quận Hà Đông ,"6,4 ",183,35,nhà ở
"QUANG TRUNG - HÀ , 3 bước ra Phố - S= 40m2 - 4 tầng - Chỉ 7,9 ",4,Quận Hà Đông ,"7,9 ",198,40,nhà ở
"Quỹ căn chuyển nhượng liền kề Ngô Thị Nhậm mới nhất,pháp lý rõ ràng.",4,Quận Hà Đông ,"10,5 ",206,51,nhà ở
